user_id,name,age,location,family_size,transaction_date,transaction_type,category,amount
0,Jaclyn Clark,67,West Lisa,5,16-08-2023,expense,groceries,227.4164371
0,Jaclyn Clark,67,West Lisa,5,18-01-2023,expense,salary,79.35884472
0,Jaclyn Clark,67,West Lisa,5,28-09-2022,expense,travel,146.1298625
0,Jaclyn Clark,67,West Lisa,5,06-12-2022,income,groceries,125.7757597
0,Jaclyn Clark,67,West Lisa,5,07-03-2023,expense,utilities,315.3866835
0,Jaclyn Clark,67,West Lisa,5,03-03-2023,expense,salary,415.836998
0,Jaclyn Clark,67,West Lisa,5,01-05-2023,expense,salary,401.0823266
0,Jaclyn Clark,67,West Lisa,5,06-01-2023,expense,salary,592.7407664
0,Jaclyn Clark,67,West Lisa,5,12-12-2022,income,travel,239.0316972
0,Jaclyn Clark,67,West Lisa,5,05-08-2023,expense,rent,61.9675412
0,Jaclyn Clark,67,West Lisa,5,26-12-2022,income,utilities,548.2300489
0,Jaclyn Clark,67,West Lisa,5,03-10-2022,income,utilities,201.5263873
0,Jaclyn Clark,67,West Lisa,5,18-05-2023,income,rent,959.4115843
0,Jaclyn Clark,67,West Lisa,5,16-01-2023,expense,groceries,350.2600912
0,Jaclyn Clark,67,West Lisa,5,29-09-2022,expense,utilities,178.6693902
0,Jaclyn Clark,67,West Lisa,5,09-12-2022,income,utilities,507.8077997
0,Jaclyn Clark,67,West Lisa,5,08-02-2023,income,travel,734.6005056
0,Jaclyn Clark,67,West Lisa,5,22-09-2022,income,salary,339.0819587
0,Jaclyn Clark,67,West Lisa,5,26-07-2023,income,groceries,368.4703043
0,Jaclyn Clark,67,West Lisa,5,03-08-2023,income,salary,766.9042947
0,Jaclyn Clark,67,West Lisa,5,01-03-2023,expense,rent,925.0857639
0,Jaclyn Clark,67,West Lisa,5,15-08-2023,income,utilities,827.4886542
1,Edward Hickman,38,North Bradleyport,6,25-09-2022,expense,salary,198.7001604
1,Edward Hickman,38,North Bradleyport,6,06-05-2023,expense,salary,122.2504759
1,Edward Hickman,38,North Bradleyport,6,28-11-2022,income,salary,143.5013789
1,Edward Hickman,38,North Bradleyport,6,02-05-2023,expense,salary,127.7030188
1,Edward Hickman,38,North Bradleyport,6,12-01-2023,income,rent,576.4734619
1,Edward Hickman,38,North Bradleyport,6,09-03-2023,expense,groceries,579.6630068
1,Edward Hickman,38,North Bradleyport,6,14-12-2022,expense,entertainment,386.9961276
1,Edward Hickman,38,North Bradleyport,6,29-11-2022,expense,entertainment,625.4114026
1,Edward Hickman,38,North Bradleyport,6,25-11-2022,income,travel,958.9993329
1,Edward Hickman,38,North Bradleyport,6,23-05-2023,income,rent,706.7144316
1,Edward Hickman,38,North Bradleyport,6,25-06-2023,expense,travel,68.47790436
1,Edward Hickman,38,North Bradleyport,6,09-01-2023,expense,travel,562.1657743
1,Edward Hickman,38,North Bradleyport,6,18-08-2023,expense,travel,705.7739253
1,Edward Hickman,38,North Bradleyport,6,07-11-2022,income,salary,574.4157529
1,Edward Hickman,38,North Bradleyport,6,22-01-2023,income,salary,419.7480769
1,Edward Hickman,38,North Bradleyport,6,12-11-2022,expense,rent,461.0714617
1,Edward Hickman,38,North Bradleyport,6,14-01-2023,expense,utilities,897.1107316
1,Edward Hickman,38,North Bradleyport,6,13-11-2022,expense,salary,867.6263437
1,Edward Hickman,38,North Bradleyport,6,17-01-2023,expense,utilities,128.0959255
1,Edward Hickman,38,North Bradleyport,6,12-01-2023,expense,travel,407.5556935
1,Edward Hickman,38,North Bradleyport,6,19-05-2023,income,entertainment,665.3413259
1,Edward Hickman,38,North Bradleyport,6,11-10-2022,income,rent,464.9291302
1,Edward Hickman,38,North Bradleyport,6,04-05-2023,income,utilities,372.0901334
1,Edward Hickman,38,North Bradleyport,6,13-01-2023,expense,entertainment,388.5480363
1,Edward Hickman,38,North Bradleyport,6,27-10-2022,expense,entertainment,381.4250171
1,Edward Hickman,38,North Bradleyport,6,07-04-2023,expense,groceries,129.2745454
1,Edward Hickman,38,North Bradleyport,6,07-01-2023,income,rent,111.3530659
1,Edward Hickman,38,North Bradleyport,6,17-09-2022,income,rent,877.7997525
1,Edward Hickman,38,North Bradleyport,6,16-07-2023,income,entertainment,333.1111579
1,Edward Hickman,38,North Bradleyport,6,17-12-2022,income,groceries,806.999681
1,Edward Hickman,38,North Bradleyport,6,28-04-2023,expense,utilities,69.13981221
1,Edward Hickman,38,North Bradleyport,6,24-04-2023,expense,groceries,930.1578978
1,Edward Hickman,38,North Bradleyport,6,19-10-2022,income,salary,374.0829867
1,Edward Hickman,38,North Bradleyport,6,21-09-2022,income,travel,589.3849388
1,Edward Hickman,38,North Bradleyport,6,03-09-2022,expense,utilities,42.7819493
1,Edward Hickman,38,North Bradleyport,6,18-01-2023,expense,salary,280.702579
1,Edward Hickman,38,North Bradleyport,6,10-06-2023,income,groceries,965.4403871
1,Edward Hickman,38,North Bradleyport,6,08-09-2022,expense,salary,539.964014
1,Edward Hickman,38,North Bradleyport,6,19-03-2023,expense,utilities,130.9328773
2,Thomas Buchanan,25,New Joshua,4,31-01-2023,income,entertainment,540.3748588
2,Thomas Buchanan,25,New Joshua,4,23-04-2023,expense,travel,571.0818819
2,Thomas Buchanan,25,New Joshua,4,07-09-2022,expense,rent,174.2700945
2,Thomas Buchanan,25,New Joshua,4,29-10-2022,expense,travel,105.0521164
2,Thomas Buchanan,25,New Joshua,4,09-12-2022,expense,entertainment,862.2787841
2,Thomas Buchanan,25,New Joshua,4,12-03-2023,expense,salary,964.4386188
2,Thomas Buchanan,25,New Joshua,4,18-01-2023,income,groceries,594.9434273
2,Thomas Buchanan,25,New Joshua,4,13-04-2023,expense,entertainment,168.8151107
2,Thomas Buchanan,25,New Joshua,4,23-06-2023,expense,salary,818.5022314
2,Thomas Buchanan,25,New Joshua,4,25-07-2023,income,entertainment,514.8148654
2,Thomas Buchanan,25,New Joshua,4,17-11-2022,expense,rent,92.40733008
2,Thomas Buchanan,25,New Joshua,4,04-02-2023,income,utilities,31.1568087
2,Thomas Buchanan,25,New Joshua,4,05-08-2023,income,utilities,295.9548308
2,Thomas Buchanan,25,New Joshua,4,20-04-2023,income,travel,416.0096609
2,Thomas Buchanan,25,New Joshua,4,05-03-2023,income,utilities,925.4028066
2,Thomas Buchanan,25,New Joshua,4,17-01-2023,expense,groceries,983.9850986
2,Thomas Buchanan,25,New Joshua,4,24-09-2022,expense,utilities,154.0200376
2,Thomas Buchanan,25,New Joshua,4,07-01-2023,expense,travel,793.0155856
2,Thomas Buchanan,25,New Joshua,4,09-06-2023,income,travel,719.0296384
2,Thomas Buchanan,25,New Joshua,4,21-06-2023,expense,utilities,388.7515013
2,Thomas Buchanan,25,New Joshua,4,11-09-2022,expense,utilities,975.2284422
2,Thomas Buchanan,25,New Joshua,4,01-12-2022,expense,entertainment,533.9796895
2,Thomas Buchanan,25,New Joshua,4,06-06-2023,income,rent,761.4700691
2,Thomas Buchanan,25,New Joshua,4,09-04-2023,income,salary,496.2230968
2,Thomas Buchanan,25,New Joshua,4,21-11-2022,income,utilities,305.1143027
2,Thomas Buchanan,25,New Joshua,4,29-10-2022,expense,travel,93.81979507
2,Thomas Buchanan,25,New Joshua,4,14-05-2023,expense,rent,481.4649687
2,Thomas Buchanan,25,New Joshua,4,28-03-2023,income,travel,977.0724327
2,Thomas Buchanan,25,New Joshua,4,27-03-2023,income,salary,401.0395682
2,Thomas Buchanan,25,New Joshua,4,07-10-2022,expense,travel,813.9543867
2,Thomas Buchanan,25,New Joshua,4,10-08-2023,expense,utilities,991.3626437
2,Thomas Buchanan,25,New Joshua,4,31-08-2022,income,rent,124.9222192
2,Thomas Buchanan,25,New Joshua,4,26-01-2023,income,utilities,626.604366
2,Thomas Buchanan,25,New Joshua,4,19-03-2023,income,travel,167.9040933
2,Thomas Buchanan,25,New Joshua,4,02-03-2023,expense,groceries,722.2960987
3,David Orr,53,Michellemouth,1,24-09-2022,income,utilities,82.19821892
3,David Orr,53,Michellemouth,1,03-12-2022,income,salary,824.4404648
3,David Orr,53,Michellemouth,1,02-07-2023,expense,groceries,209.6310888
3,David Orr,53,Michellemouth,1,29-10-2022,expense,groceries,498.9855633
3,David Orr,53,Michellemouth,1,25-11-2022,income,rent,775.5553106
3,David Orr,53,Michellemouth,1,26-07-2023,expense,utilities,843.1679123
3,David Orr,53,Michellemouth,1,18-07-2023,expense,utilities,818.9618871
3,David Orr,53,Michellemouth,1,28-02-2023,expense,entertainment,839.4934529
3,David Orr,53,Michellemouth,1,09-06-2023,income,travel,192.8999734
3,David Orr,53,Michellemouth,1,25-02-2023,income,salary,879.5007205
3,David Orr,53,Michellemouth,1,30-06-2023,expense,travel,269.7490543
3,David Orr,53,Michellemouth,1,04-04-2023,income,entertainment,916.7651797
3,David Orr,53,Michellemouth,1,24-10-2022,expense,salary,164.6099613
3,David Orr,53,Michellemouth,1,02-06-2023,income,utilities,212.1287319
3,David Orr,53,Michellemouth,1,25-05-2023,expense,groceries,445.4213716
3,David Orr,53,Michellemouth,1,17-12-2022,expense,groceries,335.9378703
3,David Orr,53,Michellemouth,1,16-08-2023,expense,groceries,512.7688138
3,David Orr,53,Michellemouth,1,23-06-2023,expense,rent,773.4741137
3,David Orr,53,Michellemouth,1,17-03-2023,income,entertainment,198.2673949
3,David Orr,53,Michellemouth,1,18-03-2023,expense,entertainment,853.1365384
3,David Orr,53,Michellemouth,1,03-04-2023,expense,salary,373.844363
3,David Orr,53,Michellemouth,1,23-10-2022,income,travel,344.2644687
3,David Orr,53,Michellemouth,1,14-05-2023,expense,travel,42.12811299
3,David Orr,53,Michellemouth,1,27-10-2022,income,entertainment,749.2831449
3,David Orr,53,Michellemouth,1,03-05-2023,income,groceries,509.8232119
3,David Orr,53,Michellemouth,1,06-02-2023,expense,travel,135.4136075
3,David Orr,53,Michellemouth,1,23-11-2022,income,salary,356.0032488
3,David Orr,53,Michellemouth,1,21-11-2022,expense,salary,686.3424714
3,David Orr,53,Michellemouth,1,08-01-2023,expense,groceries,933.1033128
3,David Orr,53,Michellemouth,1,04-08-2023,expense,utilities,20.28565145
3,David Orr,53,Michellemouth,1,04-06-2023,income,entertainment,885.5991019
3,David Orr,53,Michellemouth,1,23-01-2023,expense,groceries,879.8986408
3,David Orr,53,Michellemouth,1,10-02-2023,expense,groceries,187.6585828
3,David Orr,53,Michellemouth,1,06-08-2023,income,travel,594.4161465
3,David Orr,53,Michellemouth,1,09-01-2023,expense,salary,314.2925083
3,David Orr,53,Michellemouth,1,06-12-2022,expense,groceries,530.8026497
3,David Orr,53,Michellemouth,1,10-06-2023,income,travel,866.8014469
3,David Orr,53,Michellemouth,1,14-08-2023,income,entertainment,920.9617735
3,David Orr,53,Michellemouth,1,07-03-2023,income,rent,768.965994
3,David Orr,53,Michellemouth,1,24-11-2022,income,groceries,526.3182138
3,David Orr,53,Michellemouth,1,10-06-2023,income,salary,364.8338505
3,David Orr,53,Michellemouth,1,13-08-2023,income,utilities,685.4434979
3,David Orr,53,Michellemouth,1,16-06-2023,expense,utilities,629.9679188
3,David Orr,53,Michellemouth,1,23-03-2023,expense,utilities,911.4798646
3,David Orr,53,Michellemouth,1,08-08-2023,expense,rent,673.9725463
4,Leslie Owen,33,Millertown,3,31-12-2022,expense,entertainment,585.608104
4,Leslie Owen,33,Millertown,3,07-01-2023,income,utilities,790.4849197
4,Leslie Owen,33,Millertown,3,18-02-2023,expense,groceries,985.879483
4,Leslie Owen,33,Millertown,3,10-12-2022,income,groceries,492.2046985
4,Leslie Owen,33,Millertown,3,05-12-2022,income,entertainment,604.3690275
4,Leslie Owen,33,Millertown,3,23-03-2023,expense,utilities,539.4576348
4,Leslie Owen,33,Millertown,3,16-04-2023,income,travel,484.0022849
4,Leslie Owen,33,Millertown,3,10-10-2022,income,rent,512.6487261
4,Leslie Owen,33,Millertown,3,22-07-2023,income,entertainment,989.8170494
4,Leslie Owen,33,Millertown,3,27-05-2023,expense,entertainment,453.2420629
5,Ronald Todd,59,Williamstown,5,21-06-2023,income,rent,605.8190275
5,Ronald Todd,59,Williamstown,5,11-03-2023,income,travel,328.6320863
5,Ronald Todd,59,Williamstown,5,19-08-2023,expense,salary,798.4886922
5,Ronald Todd,59,Williamstown,5,27-06-2023,expense,salary,531.2851154
5,Ronald Todd,59,Williamstown,5,07-12-2022,income,entertainment,478.991867
5,Ronald Todd,59,Williamstown,5,14-10-2022,expense,rent,535.716549
5,Ronald Todd,59,Williamstown,5,14-11-2022,expense,travel,670.9228396
5,Ronald Todd,59,Williamstown,5,10-01-2023,expense,entertainment,611.077805
5,Ronald Todd,59,Williamstown,5,22-10-2022,expense,entertainment,583.7703168
5,Ronald Todd,59,Williamstown,5,27-01-2023,income,groceries,702.6841039
5,Ronald Todd,59,Williamstown,5,03-09-2022,expense,travel,129.1263486
5,Ronald Todd,59,Williamstown,5,23-09-2022,income,entertainment,416.2463622
5,Ronald Todd,59,Williamstown,5,13-01-2023,expense,rent,916.1189316
5,Ronald Todd,59,Williamstown,5,02-04-2023,income,entertainment,218.1722295
5,Ronald Todd,59,Williamstown,5,10-08-2023,income,entertainment,400.5719156
5,Ronald Todd,59,Williamstown,5,28-12-2022,income,salary,302.6019666
5,Ronald Todd,59,Williamstown,5,12-07-2023,income,rent,62.4809837
5,Ronald Todd,59,Williamstown,5,20-07-2023,income,rent,778.9252012
5,Ronald Todd,59,Williamstown,5,24-05-2023,expense,rent,377.9927457
5,Ronald Todd,59,Williamstown,5,21-12-2022,expense,groceries,703.5706955
5,Ronald Todd,59,Williamstown,5,11-04-2023,expense,utilities,399.1848186
5,Ronald Todd,59,Williamstown,5,08-04-2023,income,entertainment,329.8834973
6,Karen Smith,23,Ortizburgh,2,03-01-2023,income,travel,558.9361378
6,Karen Smith,23,Ortizburgh,2,19-08-2023,income,travel,713.6735759
6,Karen Smith,23,Ortizburgh,2,05-10-2022,expense,travel,522.00432
6,Karen Smith,23,Ortizburgh,2,28-06-2023,expense,salary,456.7311246
6,Karen Smith,23,Ortizburgh,2,01-11-2022,expense,utilities,562.6272774
6,Karen Smith,23,Ortizburgh,2,25-10-2022,income,salary,777.5201355
6,Karen Smith,23,Ortizburgh,2,26-10-2022,income,travel,673.6441928
6,Karen Smith,23,Ortizburgh,2,23-11-2022,expense,groceries,692.239367
6,Karen Smith,23,Ortizburgh,2,19-04-2023,income,salary,838.0593274
6,Karen Smith,23,Ortizburgh,2,19-03-2023,expense,salary,643.9624266
6,Karen Smith,23,Ortizburgh,2,06-11-2022,expense,rent,147.5061833
6,Karen Smith,23,Ortizburgh,2,17-03-2023,expense,salary,671.3880029
6,Karen Smith,23,Ortizburgh,2,15-12-2022,expense,groceries,169.0649413
6,Karen Smith,23,Ortizburgh,2,01-12-2022,expense,utilities,226.9353875
6,Karen Smith,23,Ortizburgh,2,05-06-2023,income,salary,303.9371772
6,Karen Smith,23,Ortizburgh,2,22-10-2022,income,rent,731.3442362
7,Nicholas Williams,25,Kristineview,6,25-10-2022,expense,travel,126.6735041
7,Nicholas Williams,25,Kristineview,6,11-09-2022,expense,travel,266.1580963
7,Nicholas Williams,25,Kristineview,6,24-10-2022,income,entertainment,321.3565731
7,Nicholas Williams,25,Kristineview,6,18-09-2022,expense,rent,13.35787633
7,Nicholas Williams,25,Kristineview,6,05-11-2022,expense,utilities,55.61285364
7,Nicholas Williams,25,Kristineview,6,12-09-2022,income,salary,677.4323102
7,Nicholas Williams,25,Kristineview,6,20-08-2023,expense,utilities,655.3949673
7,Nicholas Williams,25,Kristineview,6,19-01-2023,expense,salary,941.2769773
7,Nicholas Williams,25,Kristineview,6,25-03-2023,income,groceries,821.9335234
7,Nicholas Williams,25,Kristineview,6,21-04-2023,expense,travel,204.9064949
7,Nicholas Williams,25,Kristineview,6,03-07-2023,income,entertainment,513.4372682
7,Nicholas Williams,25,Kristineview,6,16-11-2022,income,entertainment,879.3102791
7,Nicholas Williams,25,Kristineview,6,15-09-2022,expense,rent,126.769843
7,Nicholas Williams,25,Kristineview,6,23-12-2022,expense,groceries,226.3925479
7,Nicholas Williams,25,Kristineview,6,26-07-2023,income,travel,576.7050251
7,Nicholas Williams,25,Kristineview,6,23-03-2023,expense,groceries,42.67900031
7,Nicholas Williams,25,Kristineview,6,07-10-2022,expense,travel,761.5607836
7,Nicholas Williams,25,Kristineview,6,13-01-2023,expense,travel,91.63593754
7,Nicholas Williams,25,Kristineview,6,21-02-2023,income,travel,87.36938031
7,Nicholas Williams,25,Kristineview,6,22-01-2023,expense,utilities,440.0884628
7,Nicholas Williams,25,Kristineview,6,19-07-2023,expense,salary,58.90094132
7,Nicholas Williams,25,Kristineview,6,09-07-2023,income,groceries,99.08139792
7,Nicholas Williams,25,Kristineview,6,28-02-2023,expense,rent,130.8529097
7,Nicholas Williams,25,Kristineview,6,03-11-2022,expense,rent,614.2884036
7,Nicholas Williams,25,Kristineview,6,10-01-2023,income,rent,697.1450945
7,Nicholas Williams,25,Kristineview,6,14-11-2022,expense,utilities,633.5196335
7,Nicholas Williams,25,Kristineview,6,31-07-2023,expense,salary,81.72893272
7,Nicholas Williams,25,Kristineview,6,22-06-2023,income,utilities,78.77165846
7,Nicholas Williams,25,Kristineview,6,01-11-2022,income,entertainment,254.6930604
7,Nicholas Williams,25,Kristineview,6,24-12-2022,income,salary,250.8059511
7,Nicholas Williams,25,Kristineview,6,23-11-2022,expense,utilities,587.1131692
7,Nicholas Williams,25,Kristineview,6,02-09-2022,income,utilities,422.2468445
7,Nicholas Williams,25,Kristineview,6,14-07-2023,expense,entertainment,255.8438912
7,Nicholas Williams,25,Kristineview,6,22-10-2022,expense,entertainment,794.5091721
7,Nicholas Williams,25,Kristineview,6,17-11-2022,expense,salary,848.6118493
7,Nicholas Williams,25,Kristineview,6,11-01-2023,income,entertainment,175.9076275
7,Nicholas Williams,25,Kristineview,6,24-03-2023,expense,rent,54.98275319
8,Patricia Sandoval,37,Foxchester,5,21-07-2023,income,groceries,673.0264382
8,Patricia Sandoval,37,Foxchester,5,05-09-2022,expense,travel,480.8110431
8,Patricia Sandoval,37,Foxchester,5,21-09-2022,expense,rent,910.1982402
8,Patricia Sandoval,37,Foxchester,5,19-12-2022,income,groceries,840.0607322
8,Patricia Sandoval,37,Foxchester,5,27-08-2022,expense,travel,272.0699536
8,Patricia Sandoval,37,Foxchester,5,03-05-2023,income,groceries,61.78929428
8,Patricia Sandoval,37,Foxchester,5,24-09-2022,income,utilities,467.8039548
8,Patricia Sandoval,37,Foxchester,5,01-07-2023,expense,entertainment,51.32742069
8,Patricia Sandoval,37,Foxchester,5,12-06-2023,income,travel,625.9988101
8,Patricia Sandoval,37,Foxchester,5,31-12-2022,expense,groceries,901.6412859
8,Patricia Sandoval,37,Foxchester,5,15-08-2023,expense,entertainment,31.41497362
8,Patricia Sandoval,37,Foxchester,5,05-01-2023,income,utilities,87.20168742
8,Patricia Sandoval,37,Foxchester,5,12-10-2022,income,entertainment,72.04029581
8,Patricia Sandoval,37,Foxchester,5,20-05-2023,income,utilities,407.6541441
8,Patricia Sandoval,37,Foxchester,5,18-06-2023,income,groceries,419.1227846
8,Patricia Sandoval,37,Foxchester,5,20-12-2022,income,groceries,432.0731156
8,Patricia Sandoval,37,Foxchester,5,18-08-2023,income,rent,973.9521917
8,Patricia Sandoval,37,Foxchester,5,25-09-2022,income,travel,266.8636265
8,Patricia Sandoval,37,Foxchester,5,21-02-2023,expense,utilities,466.2182482
8,Patricia Sandoval,37,Foxchester,5,28-06-2023,expense,groceries,297.7497184
8,Patricia Sandoval,37,Foxchester,5,30-03-2023,expense,entertainment,295.3945931
9,Lisa Smith,43,Brianport,6,19-09-2022,expense,entertainment,537.1406103
9,Lisa Smith,43,Brianport,6,02-07-2023,expense,groceries,871.4259436
9,Lisa Smith,43,Brianport,6,14-04-2023,expense,travel,23.05717671
9,Lisa Smith,43,Brianport,6,29-12-2022,income,rent,547.5684937
9,Lisa Smith,43,Brianport,6,01-02-2023,expense,entertainment,325.5713998
9,Lisa Smith,43,Brianport,6,02-03-2023,expense,groceries,931.9797201
9,Lisa Smith,43,Brianport,6,15-03-2023,income,rent,471.1449953
9,Lisa Smith,43,Brianport,6,19-02-2023,income,utilities,328.2851778
9,Lisa Smith,43,Brianport,6,24-01-2023,expense,travel,592.9085454
9,Lisa Smith,43,Brianport,6,24-10-2022,expense,entertainment,581.8755646
9,Lisa Smith,43,Brianport,6,18-02-2023,expense,entertainment,750.9947361
9,Lisa Smith,43,Brianport,6,08-06-2023,expense,salary,691.9041121
9,Lisa Smith,43,Brianport,6,29-10-2022,income,salary,465.5738038
9,Lisa Smith,43,Brianport,6,17-04-2023,income,salary,134.7624626
9,Lisa Smith,43,Brianport,6,25-12-2022,income,entertainment,334.6769891
9,Lisa Smith,43,Brianport,6,26-07-2023,expense,travel,516.3775618
9,Lisa Smith,43,Brianport,6,20-04-2023,income,travel,501.3844069
9,Lisa Smith,43,Brianport,6,29-05-2023,expense,rent,249.9533297
9,Lisa Smith,43,Brianport,6,18-09-2022,income,rent,670.2982549
9,Lisa Smith,43,Brianport,6,04-04-2023,income,entertainment,250.8340009
9,Lisa Smith,43,Brianport,6,29-07-2023,expense,entertainment,913.8737286
9,Lisa Smith,43,Brianport,6,23-03-2023,income,travel,287.962777
9,Lisa Smith,43,Brianport,6,12-04-2023,expense,travel,231.6558787
9,Lisa Smith,43,Brianport,6,14-02-2023,expense,groceries,904.908303
9,Lisa Smith,43,Brianport,6,18-09-2022,income,rent,41.11677252
9,Lisa Smith,43,Brianport,6,30-08-2022,income,travel,790.3903164
9,Lisa Smith,43,Brianport,6,05-01-2023,expense,salary,876.7170999
9,Lisa Smith,43,Brianport,6,27-08-2022,income,entertainment,512.1057861
9,Lisa Smith,43,Brianport,6,28-06-2023,income,rent,817.4968945
9,Lisa Smith,43,Brianport,6,21-06-2023,expense,groceries,802.7704838
9,Lisa Smith,43,Brianport,6,04-01-2023,expense,groceries,38.83060304
9,Lisa Smith,43,Brianport,6,21-11-2022,expense,salary,849.017576
9,Lisa Smith,43,Brianport,6,05-06-2023,expense,travel,17.94666296
9,Lisa Smith,43,Brianport,6,13-10-2022,income,entertainment,372.2554394
9,Lisa Smith,43,Brianport,6,10-04-2023,expense,travel,393.6414473
9,Lisa Smith,43,Brianport,6,13-08-2023,income,groceries,795.5083963
9,Lisa Smith,43,Brianport,6,29-09-2022,income,salary,389.285482
9,Lisa Smith,43,Brianport,6,03-11-2022,expense,groceries,705.9852696
9,Lisa Smith,43,Brianport,6,19-01-2023,expense,salary,259.5790299
9,Lisa Smith,43,Brianport,6,26-06-2023,expense,rent,22.05892963
9,Lisa Smith,43,Brianport,6,21-05-2023,expense,utilities,382.4037261
9,Lisa Smith,43,Brianport,6,28-06-2023,expense,utilities,255.7905364
9,Lisa Smith,43,Brianport,6,02-08-2023,expense,entertainment,880.4425129
9,Lisa Smith,43,Brianport,6,24-05-2023,income,travel,974.985558
9,Lisa Smith,43,Brianport,6,03-02-2023,expense,salary,817.0023581
9,Lisa Smith,43,Brianport,6,09-11-2022,expense,travel,894.303141
9,Lisa Smith,43,Brianport,6,17-12-2022,expense,salary,947.5207513
9,Lisa Smith,43,Brianport,6,17-08-2023,expense,travel,273.2464326
9,Lisa Smith,43,Brianport,6,11-03-2023,expense,rent,645.6928835
10,Joseph James,36,New Stevenport,4,14-06-2023,expense,entertainment,704.8908431
10,Joseph James,36,New Stevenport,4,31-03-2023,expense,groceries,164.0420562
10,Joseph James,36,New Stevenport,4,11-02-2023,income,rent,818.580553
10,Joseph James,36,New Stevenport,4,08-04-2023,income,entertainment,592.8604417
10,Joseph James,36,New Stevenport,4,25-04-2023,income,utilities,59.70916539
10,Joseph James,36,New Stevenport,4,05-06-2023,expense,entertainment,664.7922833
10,Joseph James,36,New Stevenport,4,19-04-2023,income,groceries,811.7863669
10,Joseph James,36,New Stevenport,4,02-01-2023,income,travel,887.0772103
10,Joseph James,36,New Stevenport,4,17-09-2022,expense,salary,263.5515784
10,Joseph James,36,New Stevenport,4,10-12-2022,income,utilities,760.1563135
10,Joseph James,36,New Stevenport,4,02-04-2023,income,utilities,393.8858977
10,Joseph James,36,New Stevenport,4,04-10-2022,income,salary,179.7724629
10,Joseph James,36,New Stevenport,4,23-06-2023,expense,rent,747.5748952
10,Joseph James,36,New Stevenport,4,03-10-2022,expense,groceries,608.6101025
10,Joseph James,36,New Stevenport,4,28-04-2023,expense,entertainment,238.4217493
10,Joseph James,36,New Stevenport,4,23-02-2023,expense,rent,772.1510522
10,Joseph James,36,New Stevenport,4,20-11-2022,expense,rent,776.9615604
10,Joseph James,36,New Stevenport,4,20-01-2023,expense,rent,737.8265996
10,Joseph James,36,New Stevenport,4,16-08-2023,expense,travel,843.152302
10,Joseph James,36,New Stevenport,4,26-08-2022,income,entertainment,330.8332558
10,Joseph James,36,New Stevenport,4,14-03-2023,expense,salary,171.4622709
10,Joseph James,36,New Stevenport,4,22-05-2023,income,groceries,338.0227767
10,Joseph James,36,New Stevenport,4,12-01-2023,income,rent,458.8588844
10,Joseph James,36,New Stevenport,4,24-09-2022,income,entertainment,358.0906877
10,Joseph James,36,New Stevenport,4,05-12-2022,expense,salary,484.2072768
10,Joseph James,36,New Stevenport,4,23-03-2023,expense,rent,864.5134063
10,Joseph James,36,New Stevenport,4,11-05-2023,income,utilities,304.8001519
10,Joseph James,36,New Stevenport,4,30-08-2022,expense,salary,846.4214826
10,Joseph James,36,New Stevenport,4,15-09-2022,expense,salary,56.68040602
10,Joseph James,36,New Stevenport,4,18-10-2022,expense,salary,947.0986531
10,Joseph James,36,New Stevenport,4,10-07-2023,income,utilities,94.05357218
10,Joseph James,36,New Stevenport,4,09-04-2023,expense,groceries,534.390484
